vehicle_id,fir_number,reg_number,vehicle_type,make_color
V0003392,FIR-2025-006314,KA08UC7524,SUV,Silver Maruti
V0003393,FIR-2025-006314,KA11LU5110,Motorcycle,White Honda
V0003394,FIR-2026-006315,KA35XX8947,Auto Rickshaw,Grey Maruti
V0003395,FIR-2025-006318,KA06NH6026,SUV,Grey Hyundai
V0003396,FIR-2025-006318,KA10AH8189,Mini Truck,
V0003397,FIR-2023-006320,KA44XR9887,Tempo,
V0003398,FIR-2024-006321,KA33BV7882,Mini Truck,White Maruti
V0003399,FIR-2025-006322,KA51RH1970,Auto Rickshaw,Black Bajaj
V0003400,FIR-2026-006323,KA35ON1020,Scooter,Blue Honda
V0003401,FIR-2026-006323,KA39JV0983,Tempo,Silver Hyundai
V0003402,FIR-2023-006324,KA30IH1103,Tempo,
V0003403,FIR-2025-006326,KA28ZG0818,Auto Rickshaw,Grey Hero
V0003404,FIR-2024-006329,KA40RA6455,Motorcycle,Maroon Hyundai
V0003405,FIR-2025-006330,KA07BE7725,Mini Truck,
V0003406,FIR-2023-006332,KA53OU6496,Scooter,
V0003407,FIR-2024-006337,KA14NM9569,Motorcycle,Blue Bajaj
V0003408,FIR-2025-006342,KA47FW2755,Car,White Maruti
V0003409,FIR-2023-006344,KA25KG7449,Auto Rickshaw,Maroon TVS
V0003410,FIR-2024-006345,KA12ME1817,Motorcycle,Blue TVS
V0003411,FIR-2025-006346,KA22AO0731,Auto Rickshaw,Blue Maruti
V0003412,FIR-2023-006348,KA35XX8947,SUV,Grey TVS
V0003413,FIR-2024-006349,KA46FU4481,Car,Red TVS
V0003414,FIR-2026-006351,KA05WJ3841,Auto Rickshaw,Blue Hyundai
V0003415,FIR-2026-006355,KA20DD6417,Car,Blue Honda
V0003416,FIR-2024-006357,KA15IN7956,Car,Black Hyundai
V0003417,FIR-2026-006363,KA04LH1124,Mini Truck,White Honda
V0003418,FIR-2024-006365,KA50LF9926,Mini Truck,
V0003419,FIR-2024-006365,KA21YO8270,Scooter,Silver Honda
V0003420,FIR-2026-006367,KA15UO4130,Scooter,White Bajaj
V0003421,FIR-2026-006367,KA02KK4441,Mini Truck,Red Hyundai
V0003422,FIR-2023-006372,KA25PA5763,Motorcycle,
V0003423,FIR-2024-006373,KA46LO9978,Auto Rickshaw,
V0003424,FIR-2024-006373,KA28JG9498,Scooter,Silver Hyundai
V0003425,FIR-2023-006376,KA18KK8849,Mini Truck,Maroon Hyundai
V0003426,FIR-2024-006377,KA08VP6442,Auto Rickshaw,
V0003427,FIR-2026-006379,KA17KO5108,Motorcycle,Red Hyundai
V0003428,FIR-2024-006381,KA50FJ1771,Scooter,Black Bajaj
V0003429,FIR-2026-006383,KA43QR9755,Tempo,Silver Honda
V0003430,FIR-2026-006383,KA01IX7694,Motorcycle,Red Hyundai
V0003431,FIR-2023-006384,KA47QU4425,Auto Rickshaw,Grey Maruti
V0003432,FIR-2025-006394,KA30DQ3925,Motorcycle,Silver Bajaj
V0003433,FIR-2025-006394,KA05DE4941,Auto Rickshaw,Black Hero
V0003434,FIR-2025-006398,KA01UW7450,Motorcycle,Maroon Bajaj
V0003435,FIR-2026-006399,KA09OY8976,Motorcycle,White Maruti
V0003436,FIR-2024-006401,KA13OG9979,Tempo,Blue TVS
V0003437,FIR-2026-006403,KA31YY4200,Auto Rickshaw,Red Hero
V0003438,FIR-2026-006403,KA39XB2353,Motorcycle,Maroon Honda
V0003439,FIR-2023-006404,KA49IR4130,Scooter,White Bajaj
V0003440,FIR-2024-006405,KA06EE3788,Mini Truck,White Maruti
V0003441,FIR-2026-006407,KA18OH7613,Auto Rickshaw,Silver TVS
V0003442,FIR-2023-006408,KA40RA6455,Mini Truck,Blue Maruti
V0003443,FIR-2023-006408,KA49HU4543,Auto Rickshaw,Blue Hero
V0003444,FIR-2024-006409,KA34CE0547,Motorcycle,Maroon Honda
V0003445,FIR-2024-006409,KA51EJ4728,Tempo,Blue Bajaj
V0003446,FIR-2024-006413,KA28LA8480,Motorcycle,Silver Hero
V0003447,FIR-2026-006415,KA16GA2496,Motorcycle,Red Bajaj
V0003448,FIR-2026-006415,KA47FO2091,SUV,Grey Hyundai
V0003449,FIR-2023-006416,KA37SX3562,SUV,Silver Hyundai
V0003450,FIR-2023-006416,KA38AJ9433,Tempo,
V0003451,FIR-2024-006421,KA09OF5075,Mini Truck,
V0003452,FIR-2023-006424,KA40RA6455,Motorcycle,Black Maruti
V0003453,FIR-2023-006424,KA16EP1874,Motorcycle,Silver Maruti
V0003454,FIR-2024-006425,KA02OQ8431,Auto Rickshaw,
V0003455,FIR-2025-006426,KA48PO4246,SUV,Grey TVS
V0003456,FIR-2026-006427,KA04PN3580,Mini Truck,Blue Hero
V0003457,FIR-2023-006428,KA03LX4423,Tempo,White Bajaj
V0003458,FIR-2024-006429,KA06FR9177,SUV,Red Hero
V0003459,FIR-2024-006429,KA04VR0945,Tempo,Maroon Bajaj
V0003460,FIR-2026-006431,KA19XE2085,Motorcycle,Red Honda
V0003461,FIR-2023-006432,KA01RJ4979,Motorcycle,
V0003462,FIR-2025-006434,KA46EN2885,Car,Maroon Maruti
V0003463,FIR-2025-006434,KA22WA9222,Auto Rickshaw,Red Hero
V0003464,FIR-2024-006437,KA47FO2091,Car,
V0003465,FIR-2023-006440,KA20XH1580,SUV,Maroon Maruti
V0003466,FIR-2025-006442,KA47MO0138,SUV,White Hero
V0003467,FIR-2024-006445,KA05SW3978,Tempo,Grey Honda
V0003468,FIR-2024-006445,KA04XI1547,Tempo,Black Bajaj
V0003469,FIR-2025-006446,KA05AG2408,Car,White TVS
V0003470,FIR-2024-006449,KA50SH4262,Tempo,White TVS
V0003471,FIR-2026-006451,KA05NN5421,Mini Truck,Red Honda
V0003472,FIR-2024-006453,KA11MU0830,Car,Blue Hero
V0003473,FIR-2024-006453,KA11SS9314,Mini Truck,Grey Hyundai
V0003474,FIR-2026-006455,KA30KT6680,Car,Blue Bajaj
V0003475,FIR-2025-006458,KA39TU3580,Car,Blue Maruti
V0003476,FIR-2026-006459,KA18OS5196,Car,Silver TVS
V0003477,FIR-2024-006461,KA12OF0802,SUV,Red Honda
V0003478,FIR-2026-006467,KA49DQ8480,Scooter,Black Hero
V0003479,FIR-2025-006470,KA09FG7966,Mini Truck,Red Hero
V0003480,FIR-2025-006470,KA28KA7394,SUV,Black Hyundai
V0003481,FIR-2026-006471,KA15IN7956,Auto Rickshaw,White Honda
V0003482,FIR-2026-006471,KA30BR4082,Motorcycle,Red Hero
V0003483,FIR-2024-006473,KA40ZR7921,Mini Truck,Silver Hyundai
V0003484,FIR-2023-006476,KA33OU6029,Car,Blue Bajaj
V0003485,FIR-2024-006477,KA06PA8837,Car,Black Maruti
V0003486,FIR-2026-006483,KA39UV0296,Mini Truck,Grey Hero
V0003487,FIR-2023-006484,KA25WE3505,Mini Truck,Black Maruti
V0003488,FIR-2024-006485,KA30BR4082,Auto Rickshaw,
V0003489,FIR-2023-006488,KA30VH3671,Mini Truck,Grey TVS
V0003490,FIR-2023-006488,KA07CL3297,Tempo,White TVS
V0003491,FIR-2024-006489,KA28RO2607,SUV,
V0003492,FIR-2025-006494,KA28RO2607,Auto Rickshaw,Maroon Bajaj
V0003493,FIR-2025-006494,KA43QR9755,Auto Rickshaw,Blue Maruti
V0003494,FIR-2024-006497,KA47QU4425,Car,
V0003495,FIR-2024-006497,KA44KS4291,Car,Blue TVS
V0003496,FIR-2025-006498,KA04ID9498,Car,
V0003497,FIR-2026-006499,KA28RX4280,Tempo,Grey Hyundai
V0003498,FIR-2026-006503,KA42BR2124,Motorcycle,Black Hero
V0003499,FIR-2025-006506,KA25WE3505,Auto Rickshaw,Silver TVS
V0003500,FIR-2023-006508,KA38SV0444,Tempo,Grey Hero
V0003501,FIR-2025-006518,KA18NQ6666,SUV,White TVS
V0003502,FIR-2023-006520,KA03XM1484,SUV,Red Hero
V0003503,FIR-2023-006520,KA20LZ0387,Auto Rickshaw,White Maruti
V0003504,FIR-2024-006521,KA31SN9155,Auto Rickshaw,Red Hero
V0003505,FIR-2026-006523,KA23MF7673,SUV,
V0003506,FIR-2026-006523,KA41GX3005,Tempo,Blue Hero
V0003507,FIR-2025-006526,KA32JF4060,Mini Truck,Grey TVS
V0003508,FIR-2024-006529,KA50YQ7939,SUV,Maroon Hero
V0003509,FIR-2023-006532,KA15FZ8486,Tempo,Black Hyundai
V0003510,FIR-2025-006534,KA39EN3840,Mini Truck,Grey Hyundai
V0003511,FIR-2026-006535,KA07WY4941,Motorcycle,Maroon TVS
V0003512,FIR-2024-006537,KA48GI6421,Auto Rickshaw,Grey Hyundai
V0003513,FIR-2026-006539,KA06KH0603,Mini Truck,Grey TVS
V0003514,FIR-2025-006542,KA18KH1419,SUV,Red Honda
V0003515,FIR-2023-006544,KA29TJ7540,SUV,Grey Bajaj
V0003516,FIR-2023-006544,KA16EP1874,Mini Truck,Silver Maruti
V0003517,FIR-2026-006547,KA21YO8270,Mini Truck,
V0003518,FIR-2025-006550,KA08YI8044,Auto Rickshaw,Maroon Hyundai
V0003519,FIR-2025-006558,KA08OE7612,Car,Blue TVS
V0003520,FIR-2025-006562,KA49HU4543,SUV,
V0003521,FIR-2023-006564,KA05WJ3841,Car,White TVS
V0003522,FIR-2024-006565,KA50FJ1771,Auto Rickshaw,Grey Honda
V0003523,FIR-2025-006566,KA17OE7541,Scooter,Maroon TVS
V0003524,FIR-2024-006569,KA38SV0444,Mini Truck,White Honda
V0003525,FIR-2026-006571,KA12OC6244,Auto Rickshaw,Silver TVS
V0003526,FIR-2026-006571,KA19HV1217,Tempo,White Hero
V0003527,FIR-2023-006572,KA05WD4434,SUV,White Hyundai
V0003528,FIR-2024-006573,KA18YN4133,Tempo,Red TVS
V0003529,FIR-2026-006575,KA25PA5763,SUV,White TVS
V0003530,FIR-2026-006575,KA30FB4262,Scooter,Blue TVS
V0003531,FIR-2023-006576,KA17IW5517,Car,
V0003532,FIR-2024-006577,KA10CC6213,Scooter,Maroon Hero
V0003533,FIR-2025-006578,KA05WJ3841,Mini Truck,Blue Bajaj
V0003534,FIR-2026-006579,KA26KV7099,Tempo,
V0003535,FIR-2023-006580,KA14IW0035,Car,Grey Maruti
V0003536,FIR-2024-006581,KA28RO2607,Motorcycle,Black TVS
V0003537,FIR-2023-006584,KA05WJ3841,SUV,Grey Hyundai
V0003538,FIR-2024-006585,KA50DF3600,Mini Truck,Silver Bajaj
V0003539,FIR-2025-006586,KA25KG7449,Tempo,White Bajaj
V0003540,FIR-2024-006589,KA14NM9569,SUV,
V0003541,FIR-2026-006591,KA46EN2885,Motorcycle,Black Honda
V0003542,FIR-2023-006596,KA15FQ7943,SUV,Maroon Honda
V0003543,FIR-2023-006596,KA18KK8849,Scooter,Silver Honda
V0003544,FIR-2024-006597,KA40ZR7921,Tempo,Blue Honda
V0003545,FIR-2025-006602,KA33RG8641,Tempo,White Hyundai
V0003546,FIR-2026-006603,KA01YP2387,Motorcycle,Grey Hyundai
V0003547,FIR-2026-006603,KA39FD3091,Scooter,Silver Hyundai
V0003548,FIR-2025-006606,KA20HX6481,Mini Truck,Grey Hyundai
V0003549,FIR-2025-006606,KA39UB9823,Auto Rickshaw,Grey Hyundai
V0003550,FIR-2026-006607,KA38AJ9433,Motorcycle,Blue Hero
V0003551,FIR-2025-006618,KA18OH7613,Auto Rickshaw,
V0003552,FIR-2026-006619,KA51SZ0672,Tempo,Silver Hyundai
V0003553,FIR-2026-006623,KA24JW5337,Mini Truck,Blue Bajaj
V0003554,FIR-2023-006624,KA38SV0444,SUV,Grey Hero
V0003555,FIR-2025-006626,KA36YC0463,Scooter,
V0003556,FIR-2025-006626,KA42LD0216,Motorcycle,Maroon Bajaj
V0003557,FIR-2024-006637,KA52BG2980,Car,
V0003558,FIR-2026-006639,KA30FB4262,Scooter,Black Hyundai
V0003559,FIR-2023-006640,KA16GA2496,Scooter,Silver Maruti
V0003560,FIR-2025-006642,KA09HV0525,SUV,
V0003561,FIR-2023-006644,KA47QU4425,Mini Truck,Grey Maruti
V0003562,FIR-2023-006644,KA51HQ3552,Mini Truck,Black Honda
V0003563,FIR-2026-006647,KA49IS9718,Motorcycle,Red Hyundai
V0003564,FIR-2024-006649,KA49HU4543,Scooter,Black TVS
V0003565,FIR-2026-006651,KA30CA8653,Car,Blue Maruti
V0003566,FIR-2026-006651,KA04VY3764,Scooter,Silver Maruti
V0003567,FIR-2025-006654,KA18OH7613,Car,Silver Bajaj
V0003568,FIR-2024-006657,KA35QD5102,Tempo,White TVS
V0003569,FIR-2024-006665,KA49HU4543,Tempo,Grey Hero
V0003570,FIR-2025-006666,KA14KQ1917,Motorcycle,Blue Maruti
V0003571,FIR-2025-006666,KA05NN5421,SUV,Black Honda
V0003572,FIR-2025-006670,KA30FB4262,Motorcycle,Maroon Maruti
V0003573,FIR-2024-006673,KA46WM8099,SUV,Grey Honda
V0003574,FIR-2025-006674,KA37GO4198,Car,
V0003575,FIR-2026-006675,KA47QU4425,Auto Rickshaw,Grey Maruti
V0003576,FIR-2024-006677,KA28LU7532,Car,Black Hero
V0003577,FIR-2024-006677,KA07FZ3878,Scooter,Grey Hero
V0003578,FIR-2025-006678,KA47EP9276,Scooter,
V0003579,FIR-2024-006685,KA21YO8270,Auto Rickshaw,
V0003580,FIR-2023-006688,KA49YD6965,Scooter,Maroon Hyundai
V0003581,FIR-2024-006689,KA44AJ8760,Auto Rickshaw,Black Maruti
V0003582,FIR-2024-006693,KA05WJ3841,Motorcycle,
V0003583,FIR-2026-006695,KA28RO2607,Auto Rickshaw,
V0003584,FIR-2025-006698,KA28LU7532,SUV,White Maruti
V0003585,FIR-2025-006698,KA21KY6211,Motorcycle,Silver Hyundai
V0003586,FIR-2024-006701,KA25WE3505,Auto Rickshaw,White Maruti
V0003587,FIR-2026-006707,KA06EE3788,Mini Truck,
V0003588,FIR-2025-006710,KA35ON1020,Mini Truck,White Hyundai
V0003589,FIR-2023-006716,KA21WX2311,Scooter,Red Bajaj
V0003590,FIR-2024-006717,KA43BA6214,SUV,Grey Bajaj
V0003591,FIR-2025-006718,KA41HI7206,Mini Truck,Grey Maruti
V0003592,FIR-2026-006719,KA28LU7532,Motorcycle,Grey Honda
V0003593,FIR-2025-006722,KA05WJ3841,Tempo,Red Bajaj
V0003594,FIR-2026-006723,KA21KY6211,Scooter,Grey Hero
V0003595,FIR-2026-006723,KA46WM8099,Mini Truck,
V0003596,FIR-2024-006725,KA20ZW8335,Motorcycle,White Maruti
V0003597,FIR-2025-006726,KA38SV0444,SUV,Grey Bajaj
V0003598,FIR-2024-006729,KA50UB0508,Auto Rickshaw,Blue Hero
V0003599,FIR-2024-006729,KA45IZ7067,Mini Truck,Red Honda
V0003600,FIR-2024-006733,KA49HU4543,SUV,
V0003601,FIR-2026-006735,KA02MK6624,Car,Grey Hero
V0003602,FIR-2023-006736,KA53KA6118,Tempo,White Maruti
V0003603,FIR-2023-006736,KA36VV9975,SUV,Grey Honda
V0003604,FIR-2025-006738,KA43QR9755,Motorcycle,Silver Maruti
V0003605,FIR-2026-006739,KA27IF4934,Tempo,
V0003606,FIR-2024-006741,KA45EV1336,SUV,Maroon Maruti
V0003607,FIR-2023-006744,KA44MM3249,Motorcycle,Maroon Honda
V0003608,FIR-2023-006744,KA44MM3249,Motorcycle,Red Hero
V0003609,FIR-2026-006747,KA18WA6925,Mini Truck,Blue TVS
V0003610,FIR-2026-006747,KA16EP1874,Auto Rickshaw,Red Hyundai
V0003611,FIR-2023-006748,KA10VK4672,Tempo,Blue TVS
V0003612,FIR-2026-006751,KA04CR4634,Car,
V0003613,FIR-2025-006754,KA52HR0332,Car,White Bajaj
V0003614,FIR-2026-006755,KA05TG4414,SUV,Maroon Bajaj
V0003615,FIR-2023-006756,KA10UL0251,Tempo,
V0003616,FIR-2023-006760,KA32DR2953,Mini Truck,Red TVS
V0003617,FIR-2023-006760,KA45AY9432,Auto Rickshaw,Red Hyundai
V0003618,FIR-2025-006762,KA46XR8114,Scooter,Silver Maruti
V0003619,FIR-2026-006763,KA13UU0362,Car,
V0003620,FIR-2024-006765,KA50YQ7939,SUV,Grey Hyundai
V0003621,FIR-2024-006765,KA51MJ5363,Mini Truck,Black Honda
V0003622,FIR-2025-006766,KA07WY4941,Car,Grey Hero
V0003623,FIR-2026-006767,KA30NX9707,Auto Rickshaw,
V0003624,FIR-2026-006771,KA06IV3154,Scooter,Blue Hyundai
V0003625,FIR-2023-006772,KA23RN6071,Car,Grey Bajaj
V0003626,FIR-2023-006772,KA24XG0704,SUV,Blue Hero
V0003627,FIR-2024-006773,KA43QR9755,Tempo,Black Hero
V0003628,FIR-2025-006774,KA35XX8947,SUV,Red Honda
V0003629,FIR-2024-006777,KA46RH3057,Auto Rickshaw,White Maruti
V0003630,FIR-2024-006785,KA45AD7164,Auto Rickshaw,White Bajaj
V0003631,FIR-2025-006786,KA50MB2712,Tempo,
V0003632,FIR-2023-006788,KA50LF9926,SUV,Silver Bajaj
V0003633,FIR-2024-006789,KA18KK8849,SUV,Blue Bajaj
V0003634,FIR-2026-006791,KA35XX8947,Car,Red TVS
V0003635,FIR-2025-006802,KA20MV2638,SUV,Maroon Honda
V0003636,FIR-2023-006804,KA18FE6129,Mini Truck,Black Bajaj
V0003637,FIR-2023-006804,KA01NP1729,SUV,White Bajaj
V0003638,FIR-2024-006805,KA28LU7532,Car,Maroon Bajaj
V0003639,FIR-2025-006806,KA39VI7817,Auto Rickshaw,Black Bajaj
V0003640,FIR-2024-006809,KA33AT4108,Auto Rickshaw,White Bajaj
V0003641,FIR-2024-006809,KA38AJ9433,Auto Rickshaw,Black Hero
V0003642,FIR-2025-006810,KA17KP6094,Scooter,Black Hyundai
V0003643,FIR-2024-006813,KA35KP3381,Scooter,Red Maruti
V0003644,FIR-2026-006815,KA25WE3505,Scooter,Grey Hero
V0003645,FIR-2024-006817,KA08SD6407,Car,Red TVS
V0003646,FIR-2025-006818,KA33QR0961,Car,White Maruti
V0003647,FIR-2026-006823,KA50FJ1771,Scooter,Black Maruti
V0003648,FIR-2026-006823,KA04UR4164,Auto Rickshaw,
V0003649,FIR-2023-006824,KA05WJ3841,Tempo,White Hero
V0003650,FIR-2024-006829,KA35CH4709,Auto Rickshaw,Blue Bajaj
V0003651,FIR-2025-006830,KA19KG7872,Car,Silver TVS
V0003652,FIR-2025-006830,KA35XX8947,Car,Black Maruti
V0003653,FIR-2026-006831,KA44LK3480,SUV,Red Bajaj
V0003654,FIR-2023-006832,KA14RK1055,Mini Truck,Red Honda
V0003655,FIR-2026-006835,KA03NW2945,Motorcycle,
V0003656,FIR-2025-006842,KA30FB4262,Auto Rickshaw,Black Bajaj
V0003657,FIR-2025-006842,KA16LC5771,Scooter,Grey Honda
V0003658,FIR-2026-006843,KA08EJ7145,Car,Grey Maruti
V0003659,FIR-2024-006845,KA18KK8849,Motorcycle,Maroon Honda
V0003660,FIR-2023-006848,KA41YS1614,SUV,
V0003661,FIR-2025-006850,KA31DO5582,Scooter,Red TVS
V0003662,FIR-2026-006851,KA38BS0785,Motorcycle,Black TVS
V0003663,FIR-2025-006854,KA41TY4595,Motorcycle,Silver Maruti
V0003664,FIR-2023-006856,KA30LD0614,Car,White Honda
V0003665,FIR-2025-006858,KA51TL2659,Scooter,Maroon Honda
V0003666,FIR-2025-006858,KA06PA8837,Car,
V0003667,FIR-2023-006864,KA04PD8648,Motorcycle,Red Hero
V0003668,FIR-2025-006866,KA49HU4543,Tempo,Maroon Hyundai
V0003669,FIR-2023-006868,KA43SJ9170,SUV,Maroon Hero
V0003670,FIR-2024-006869,KA35XX8947,Car,
V0003671,FIR-2025-006870,KA10HH7324,Tempo,Grey Honda
V0003672,FIR-2026-006875,KA12FW4559,SUV,White Hero
V0003673,FIR-2026-006879,KA03UQ8065,Scooter,Blue Maruti
V0003674,FIR-2023-006880,KA06PA8837,Scooter,Maroon TVS
V0003675,FIR-2024-006881,KA41HI7206,Motorcycle,Maroon Maruti
V0003676,FIR-2025-006882,KA52TH7999,Auto Rickshaw,
V0003677,FIR-2026-006883,KA52TH7999,Car,White Hero
V0003678,FIR-2023-006884,KA44MM3249,Mini Truck,Silver Honda
V0003679,FIR-2024-006885,KA34AI6645,Scooter,Maroon Maruti
V0003680,FIR-2025-006886,KA50UB0508,Scooter,Blue TVS
V0003681,FIR-2026-006887,KA37EX3872,Auto Rickshaw,Black Honda
V0003682,FIR-2023-006888,KA09KO2698,Scooter,Red Maruti
V0003683,FIR-2024-006889,KA18PC6471,SUV,White Hero
V0003684,FIR-2025-006890,KA49BL8724,Car,Maroon Bajaj
V0003685,FIR-2025-006890,KA21MZ4900,Mini Truck,Grey Honda
V0003686,FIR-2026-006891,KA03RG6775,Tempo,Silver Hyundai
V0003687,FIR-2026-006891,KA05NN5421,Mini Truck,
V0003688,FIR-2024-006893,KA17MW3690,SUV,Red Bajaj
V0003689,FIR-2026-006895,KA16EP1874,Mini Truck,Grey Honda
V0003690,FIR-2023-006896,KA33WE8220,Car,Grey Maruti
V0003691,FIR-2024-006897,KA29BN6592,Car,White Honda
V0003692,FIR-2024-006897,KA01NP1729,Mini Truck,Silver Hero
V0003693,FIR-2024-006901,KA29VZ1224,SUV,
V0003694,FIR-2026-006907,KA25DP8389,Car,
V0003695,FIR-2023-006908,KA46CD9783,Car,Grey Hyundai
V0003696,FIR-2023-006908,KA24NH4661,Tempo,Grey Hero
V0003697,FIR-2024-006909,KA37UE5995,Mini Truck,
V0003698,FIR-2025-006910,KA25KG7449,Motorcycle,
V0003699,FIR-2026-006911,KA06PA8837,Car,
V0003700,FIR-2023-006916,KA24NH7115,Car,Silver Bajaj
V0003701,FIR-2026-006919,KA40FH9210,Tempo,Blue Honda
V0003702,FIR-2025-006922,KA07RX5301,Scooter,Blue Hero
V0003703,FIR-2025-006922,KA07YF5154,Auto Rickshaw,White Hyundai
V0003704,FIR-2023-006924,KA48AF0393,Scooter,Grey Hyundai
V0003705,FIR-2024-006925,KA34FO0739,Scooter,Maroon TVS
V0003706,FIR-2024-006925,KA48PO4246,Mini Truck,Maroon TVS
V0003707,FIR-2025-006926,KA07WY4941,Auto Rickshaw,Black Bajaj
V0003708,FIR-2023-006928,KA05QU5590,Auto Rickshaw,Maroon Hero
V0003709,FIR-2024-006929,KA29WW2562,Car,
V0003710,FIR-2026-006931,KA45AY9432,Motorcycle,Blue TVS
V0003711,FIR-2026-006931,KA19CW0712,Car,Black TVS
V0003712,FIR-2023-006932,KA22GJ6947,Motorcycle,White Bajaj
V0003713,FIR-2023-006932,KA30BR4082,Scooter,
V0003714,FIR-2024-006933,KA18OH7613,Scooter,
V0003715,FIR-2023-006936,KA08OE7612,Mini Truck,Blue TVS
V0003716,FIR-2023-006936,KA16EP1874,Car,White TVS
V0003717,FIR-2023-006940,KA05SW3978,Mini Truck,Red Hyundai
V0003718,FIR-2024-006941,KA15IN7956,Mini Truck,Maroon TVS
V0003719,FIR-2025-006942,KA47GM1863,SUV,Black Honda
V0003720,FIR-2023-006944,KA39KS3282,Mini Truck,Silver Hyundai
V0003721,FIR-2024-006949,KA15FZ8486,Auto Rickshaw,Silver TVS
V0003722,FIR-2025-006954,KA20UP9838,Auto Rickshaw,Red Hero
V0003723,FIR-2026-006955,KA28MV2975,Motorcycle,
V0003724,FIR-2026-006955,KA37CG2215,Scooter,Blue Bajaj
V0003725,FIR-2023-006956,KA52WD2878,SUV,Grey Honda
V0003726,FIR-2023-006956,KA10DM3751,SUV,Maroon Hyundai
V0003727,FIR-2025-006958,KA47UE1219,Mini Truck,Black TVS
V0003728,FIR-2026-006959,KA29DL1428,Car,Grey TVS
V0003729,FIR-2026-006959,KA10RB9681,Auto Rickshaw,Black Hyundai
V0003730,FIR-2024-006961,KA17BP0267,Auto Rickshaw,Maroon Hero
V0003731,FIR-2025-006962,KA23LN3572,Auto Rickshaw,White Bajaj
V0003732,FIR-2025-006970,KA40RA6455,Car,Red Hero
V0003733,FIR-2026-006971,KA45AY9432,SUV,Red TVS
V0003734,FIR-2024-006973,KA08YE2934,Motorcycle,Silver Honda
V0003735,FIR-2025-006974,KA41HI7206,Motorcycle,Blue Maruti
V0003736,FIR-2026-006975,KA51SZ0672,Auto Rickshaw,Red Bajaj
V0003737,FIR-2026-006975,KA06KB2900,Motorcycle,Maroon Maruti
V0003738,FIR-2024-006977,KA06ZC5174,Tempo,Maroon Bajaj
V0003739,FIR-2025-006978,KA47EJ5752,SUV,Red Honda
V0003740,FIR-2026-006979,KA01NP1729,Tempo,Red Bajaj
V0003741,FIR-2024-006989,KA06TU9556,Mini Truck,Maroon Maruti
V0003742,FIR-2024-006989,KA25SU1844,Mini Truck,Maroon Honda
V0003743,FIR-2026-006991,KA24BH0932,Scooter,Maroon Maruti
V0003744,FIR-2024-006993,KA42SF9085,Car,
V0003745,FIR-2025-006994,KA48NP9091,SUV,Silver Hero
V0003746,FIR-2026-006995,KA37ZY4785,Car,Maroon TVS
V0003747,FIR-2026-006995,KA17XJ4162,SUV,Grey Maruti
V0003748,FIR-2024-007001,KA24OF6320,Scooter,Black Hyundai
V0003749,FIR-2026-007007,KA28LU7532,SUV,Blue Maruti
V0003750,FIR-2025-007010,KA38AJ9433,SUV,Maroon TVS
V0003751,FIR-2023-007012,KA34AK3547,Auto Rickshaw,Red TVS
V0003752,FIR-2026-007015,KA16EP1874,Tempo,Red TVS
V0003753,FIR-2023-007016,KA15QZ6288,Auto Rickshaw,
V0003754,FIR-2025-007018,KA13CI7680,Mini Truck,Red Hyundai
V0003755,FIR-2026-007023,KA44UB7042,Car,Maroon Honda
V0003756,FIR-2023-007024,KA26HE0090,Auto Rickshaw,
V0003757,FIR-2024-007025,KA41HI7206,Auto Rickshaw,Maroon Maruti
V0003758,FIR-2025-007026,KA48LN6209,Car,Maroon Maruti
V0003759,FIR-2025-007026,KA06UN2223,Scooter,Silver Honda
V0003760,FIR-2024-007029,KA51SZ0672,Motorcycle,Red Honda
V0003761,FIR-2025-007030,KA05NN5421,Auto Rickshaw,Silver Honda
V0003762,FIR-2023-007032,KA18KK8849,Motorcycle,
V0003763,FIR-2024-007033,KA39ZJ9430,Scooter,
V0003764,FIR-2025-007034,KA46EN2885,Mini Truck,Maroon Maruti
V0003765,FIR-2026-007035,KA42CA1129,Mini Truck,Silver Hyundai
V0003766,FIR-2026-007035,KA50UB0508,Scooter,Blue Hero
V0003767,FIR-2025-007038,KA47FO2091,Car,Black Hero
V0003768,FIR-2023-007040,KA06ER3483,Tempo,
V0003769,FIR-2026-007043,KA41JH1303,Motorcycle,White TVS
V0003770,FIR-2023-007044,KA50YQ7939,SUV,Blue Honda
V0003771,FIR-2026-007047,KA19HN0253,Auto Rickshaw,Blue Honda
V0003772,FIR-2023-007048,KA07WY4941,SUV,Grey Hyundai
V0003773,FIR-2026-007051,KA28KV9089,SUV,White Honda
V0003774,FIR-2025-007054,KA26HE0090,Tempo,Black Bajaj
V0003775,FIR-2026-007059,KA52AB2153,Auto Rickshaw,Black TVS
V0003776,FIR-2023-007060,KA18EU9671,Mini Truck,Black Hero
V0003777,FIR-2023-007060,KA14AH2268,Mini Truck,
V0003778,FIR-2024-007061,KA18TM9090,Auto Rickshaw,Maroon Bajaj
V0003779,FIR-2025-007062,KA30NX9707,SUV,
V0003780,FIR-2024-007065,KA49HU4543,Car,Grey TVS
V0003781,FIR-2026-007067,KA30YL9716,SUV,
V0003782,FIR-2026-007071,KA18YN4133,Auto Rickshaw,
V0003783,FIR-2024-007081,KA25GH7604,Tempo,
V0003784,FIR-2025-007086,KA45TL4464,Motorcycle,Blue Maruti
V0003785,FIR-2026-007087,KA40RA6455,Motorcycle,White Maruti
V0003786,FIR-2024-007089,KA35ON1020,Car,
