fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIR-2023-006092,Bengaluru City,Bengaluru City PS,Robbery,Property,4,12.981034,77.601731,8761892e9ffffff,8860145b4dfffff,8960145b4dbffff,2024-02-28T22:44:00,2024-02-29T05:39:00,22,2,"knife brandished, cash and phone taken, on isolated stretch","Complainant reports that knife brandished, cash and phone taken, on isolated stretch. Reported at Bengaluru City.",ChargeSheeted,1,2,444400.0,Wooden stick,demo-synthetic
FIR-2024-006093,Bengaluru City,Bengaluru East PS,Phishing / OTP Fraud,Cybercrime,3,12.971886,77.59558,8760145b4ffffff,8860145b49fffff,8960145b483ffff,2026-03-09T14:38:00,2026-03-10T15:09:00,14,0,"OTP obtained on pretext of reward, wallet balance transferred, multiple small debits","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",ChargeSheeted,1,1,45000.0,,demo-synthetic
FIR-2025-006094,Chikkaballapura,Chikkaballapura North PS,Excise / Illicit Liquor,Narcotics,3,13.426546,77.747696,876016993ffffff,886016993dfffff,896016993c7ffff,2025-08-07T07:02:00,2025-08-07T09:00:00,7,3,"tip-off received, distillation setup found, smuggled across border","On the date of incident, tip-off received, distillation setup found, smuggled across border. Reported at Chikkaballapura.",Closed,1,6,,,demo-synthetic
FIR-2026-006095,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,3,12.981735,77.532267,876014584ffffff,8860145841fffff,8960145840bffff,2023-09-27T10:37:00,2023-09-27T23:13:00,10,2,"OTP obtained on pretext of reward, wallet balance transferred, multiple small debits","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Closed,1,4,227600.0,,demo-synthetic
FIR-2023-006096,Haveri,Haveri Nagar PS,House Theft,Property,2,14.871749,75.366501,8760acacbffffff,8860acacb5fffff,8960acacb43ffff,2023-11-27T02:08:00,2023-11-27T03:58:00,2,0,"door latch lifted, mobile phones lifted, no forced entry","The victim states that door latch lifted, mobile phones lifted, no forced entry. Reported at Haveri.",UnderInvestigation,1,1,7400.0,,demo-synthetic
FIR-2024-006097,Hassan,Hassan Town PS,Cheating / Fraud,Economic,2,13.000062,76.099767,876010a1bffffff,886010a1b9fffff,896010a1b83ffff,2025-12-11T13:41:00,2025-12-13T14:19:00,13,3,"forged documents used, amount transferred to mule account, promised high returns","Complainant reports that forged documents used, amount transferred to mule account, promised high returns. Reported at Hassan.",Closed,1,3,4944700.0,,demo-synthetic
FIR-2025-006098,Bengaluru City,Bengaluru West PS,Cheating / Fraud,Economic,2,12.949357,77.6055,876189258ffffff,8861892585fffff,89618925843ffff,2024-02-12T23:57:00,2024-02-13T12:18:00,23,0,"fake investment scheme, cheque dishonoured, shell company used","As per the FIR, fake investment scheme, cheque dishonoured, shell company used. Reported at Bengaluru City.",Closed,1,1,2105400.0,,demo-synthetic
FIR-2026-006099,Bengaluru City,Bengaluru Nagar PS,Assault,Violent,3,13.00635,77.601409,8760145b6ffffff,8860145b65fffff,8960145b653ffff,2023-12-06T21:59:00,2023-12-07T22:54:00,21,2,"argument over money, stabbed during scuffle, group attack","On the date of incident, argument over money, stabbed during scuffle, group attack. Reported at Bengaluru City.",Open,1,1,,Sickle,demo-synthetic
FIR-2023-006100,Bengaluru City,Bengaluru Rural PS,Chain Snatching,Property,2,12.94572,77.569806,8760145a6ffffff,8860145a6dfffff,8960145a68bffff,2023-09-07T09:17:00,2023-09-07T11:56:00,9,3,"pillion rider snatched, mangalsutra pulled, morning walk hours","Investigation reveals that pillion rider snatched, mangalsutra pulled, morning walk hours. Reported at Bengaluru City.",ChargeSheeted,1,6,140600.0,,demo-synthetic
FIR-2024-006101,Bengaluru City,Bengaluru Rural PS,Dowry Harassment,Crime Against Women,3,12.934924,77.61127,876189258ffffff,88618925c7fffff,89618925c6fffff,2024-05-27T09:25:00,2024-05-27T10:32:00,9,0,"taunts by in-laws, denied food, mediation failed","Investigation reveals that taunts by in-laws, denied food, mediation failed. Reported at Bengaluru City.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2025-006102,Belagavi,Belagavi Cantonment PS,Phishing / OTP Fraud,Cybercrime,3,15.83159,74.534446,8760a821cffffff,8860a821cbfffff,8960a821ca7ffff,2023-07-15T10:05:00,2023-07-15T22:35:00,10,5,"fake lottery message, wallet balance transferred, caller spoofed bank IVR","On the date of incident, fake lottery message, wallet balance transferred, caller spoofed bank IVR. Reported at Belagavi.",ChargeSheeted,1,3,240300.0,,demo-synthetic
FIR-2026-006103,Vijayapura,Vijayapura Rural PS,Cheating / Fraud,Economic,2,16.806114,75.693313,8760aad00ffffff,8860aad001fffff,8960aad0013ffff,2025-07-06T11:32:00,2025-07-06T18:01:00,11,6,"posed as bank official, deposits collected and absconded, multiple victims targeted","Investigation reveals that posed as bank official, deposits collected and absconded, multiple victims targeted. Reported at Vijayapura.",Open,1,2,928000.0,,demo-synthetic
FIR-2023-006104,Bengaluru City,Bengaluru Industrial Area PS,Attempt to Murder,Violent,4,12.995509,77.583923,8760145b0ffffff,8860145b0dfffff,8960145b0cbffff,2025-08-21T21:15:00,2025-08-22T02:12:00,21,3,"waylaid victim, stabbed and fled, gang rivalry","The victim states that waylaid victim, stabbed and fled, gang rivalry. Reported at Bengaluru City.",ChargeSheeted,5,1,,,demo-synthetic
FIR-2024-006105,Bengaluru City,Bengaluru West PS,House Theft,Property,3,12.988569,77.582411,8760145b0ffffff,8860145b47fffff,8960145b46fffff,2025-07-29T17:27:00,2025-07-29T19:50:00,17,1,"false ceiling crawled, mobile phones lifted, daytime when house empty","Investigation reveals that false ceiling crawled, mobile phones lifted, daytime when house empty. Reported at Bengaluru City.",ChargeSheeted,1,1,194900.0,,demo-synthetic
FIR-2025-006106,Udupi,Udupi West PS,Vehicle Theft,Property,3,13.385128,74.796976,87601e8a5ffffff,88601e8a55fffff,89601e8a55bffff,2026-05-07T12:50:00,2026-05-07T17:45:00,12,3,"steering lock broken, car taken from parking lot, near railway station","On the date of incident, steering lock broken, car taken from parking lot, near railway station. Reported at Udupi.",ChargeSheeted,4,1,24600.0,,demo-synthetic
FIR-2026-006107,Bengaluru City,Bengaluru North PS,Online Financial Fraud,Cybercrime,4,12.924369,77.567249,8760145a4ffffff,8860145a4dfffff,8960145a4d7ffff,2025-04-11T00:38:00,2025-04-16T00:52:00,0,4,"phishing link sent, card details captured, money routed through mule accounts","Investigation reveals that phishing link sent, card details captured, money routed through mule accounts. Reported at Bengaluru City.",Closed,1,1,94600.0,,demo-synthetic
FIR-2023-006108,Hubballi-Dharwad,Hubballi-Dharwad West PS,Assault,Violent,4,15.333219,75.130193,8760a8942ffffff,8860a89425fffff,8960a894257ffff,2024-04-04T20:07:00,2024-04-05T00:14:00,20,3,"sudden quarrel escalated, hit with blunt object, group attack","On the date of incident, sudden quarrel escalated, hit with blunt object, group attack. Reported at Hubballi-Dharwad.",Closed,1,1,,Acid,demo-synthetic
FIR-2024-006109,Tumakuru,Tumakuru City PS,Assault,Violent,3,13.320982,77.152401,876016a03ffffff,886016a031fffff,896016a0313ffff,2023-08-20T01:07:00,2023-08-20T13:38:00,1,6,"old enmity, victim beaten with sticks, group attack","The victim states that old enmity, victim beaten with sticks, group attack. Reported at Tumakuru.",UnderInvestigation,1,1,,Sharp-edged weapon,demo-synthetic
FIR-2025-006110,Udupi,Udupi West PS,Chain Snatching,Property,3,13.360992,74.740406,87601e813ffffff,88601e8133fffff,89601e81323ffff,2024-03-18T17:15:00,2024-03-20T18:02:00,17,0,"approached from behind, mangalsutra pulled, victim walking alone","Complainant reports that approached from behind, mangalsutra pulled, victim walking alone. Reported at Udupi.",UnderInvestigation,1,1,53300.0,,demo-synthetic
FIR-2026-006111,Mysuru,Mysuru West PS,Cheating / Fraud,Economic,3,12.278067,76.604348,876015d8bffffff,886015d8b3fffff,896015d8b33ffff,2026-05-15T12:38:00,2026-05-16T01:26:00,12,4,"forged documents used, deposits collected and absconded, shell company used","The victim states that forged documents used, deposits collected and absconded, shell company used. Reported at Mysuru.",ChargeSheeted,3,6,1616000.0,,demo-synthetic
FIR-2023-006112,Mysuru,Mysuru City PS,Excise / Illicit Liquor,Narcotics,2,12.278371,76.584486,876015c16ffffff,886015c167fffff,896015c1677ffff,2024-01-21T15:42:00,2024-01-21T17:51:00,15,6,"raid on illegal unit, distillation setup found, unit destroyed","Complainant reports that raid on illegal unit, distillation setup found, unit destroyed. Reported at Mysuru.",UnderInvestigation,1,3,,,demo-synthetic
FIR-2024-006113,Koppal,Koppal Rural PS,Vehicle Theft,Property,3,15.275921,76.180687,8760acc81ffffff,8860acc815fffff,8960acc8143ffff,2025-11-22T01:44:00,2025-11-24T01:44:00,1,5,"duplicate key used, car taken from parking lot, from apartment basement","The victim states that duplicate key used, car taken from parking lot, from apartment basement. Reported at Koppal.",Closed,1,2,16400.0,,demo-synthetic
FIR-2025-006114,Bengaluru City,Bengaluru West PS,Burglary,Property,3,12.950336,77.598309,876189258ffffff,8861892587fffff,8961892586bffff,2025-01-25T03:28:00,2025-01-25T04:45:00,3,5,"rear window broken, jewellery taken, occupants away on travel","The victim states that rear window broken, jewellery taken, occupants away on travel. Reported at Bengaluru City.",Closed,1,1,129100.0,,demo-synthetic
FIR-2026-006115,Bengaluru City,Bengaluru Lake PS,House Theft,Property,2,12.950242,77.611368,87618925effffff,88618925e3fffff,89618925e2fffff,2024-11-02T00:08:00,2024-11-02T01:55:00,0,5,"unlocked door entered, mobile phones lifted, no forced entry","On the date of incident, unlocked door entered, mobile phones lifted, no forced entry. Reported at Bengaluru City.",ChargeSheeted,1,5,205400.0,,demo-synthetic
FIR-2023-006116,Ballari,Ballari South PS,Dowry Harassment,Crime Against Women,3,15.091672,76.891519,8760a1873ffffff,8860a1873dfffff,8960a1873c3ffff,2023-10-31T16:30:00,2023-10-31T18:19:00,16,1,"taunts by in-laws, denied food, marriage two years ago","Investigation reveals that taunts by in-laws, denied food, marriage two years ago. Reported at Ballari.",Closed,1,1,,,demo-synthetic
FIR-2024-006117,Bengaluru City,Bengaluru West PS,Vehicle Theft,Property,4,12.846323,77.661702,876189260ffffff,8861892605fffff,8961892604fffff,2025-08-28T22:03:00,2025-08-30T23:02:00,22,3,"duplicate key used, vehicle parts stripped, number plate swapped","As per the FIR, duplicate key used, vehicle parts stripped, number plate swapped. Reported at Bengaluru City.",Open,1,5,128200.0,,demo-synthetic
FIR-2025-006118,Kolar,Kolar Town PS,Vehicle Theft,Property,4,13.172224,78.110934,876189705ffffff,8861897059fffff,8961897059bffff,2025-10-04T05:20:00,2025-10-04T06:32:00,5,5,"master key used, vehicle parts stripped, from apartment basement","As per the FIR, master key used, vehicle parts stripped, from apartment basement. Reported at Kolar.",ChargeSheeted,1,2,222300.0,,demo-synthetic
FIR-2026-006119,Bengaluru City,Bengaluru North PS,Online Financial Fraud,Cybercrime,4,12.935906,77.620523,87618925cffffff,88618925c5fffff,89618925c4fffff,2026-01-13T15:07:00,2026-01-15T15:25:00,15,1,"fake customer-care number, OTP shared by victim, withdrawn from distant ATM","Complainant reports that fake customer-care number, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",ChargeSheeted,5,1,283200.0,,demo-synthetic
FIR-2023-006120,Koppal,Koppal Market PS,Dowry Harassment,Crime Against Women,3,15.372808,76.110144,8760ac531ffffff,8860ac5313fffff,8960ac5312fffff,2025-12-28T12:57:00,2025-12-28T21:10:00,12,6,"demand for additional dowry, mental and physical harassment, mediation failed","As per the FIR, demand for additional dowry, mental and physical harassment, mediation failed. Reported at Koppal.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2024-006121,Bengaluru City,Bengaluru Nagar PS,Online Financial Fraud,Cybercrime,3,12.992905,77.623172,8761892e8ffffff,8861892e83fffff,8961892e823ffff,2024-04-20T18:59:00,2024-04-21T01:32:00,18,5,"fake customer-care number, card details captured, money routed through mule accounts","On the date of incident, fake customer-care number, card details captured, money routed through mule accounts. Reported at Bengaluru City.",Closed,3,1,572300.0,,demo-synthetic
FIR-2025-006122,Udupi,Udupi South PS,House Theft,Property,3,13.36589,74.750187,87601e813ffffff,88601e8135fffff,89601e81357ffff,2025-10-16T00:18:00,2025-10-16T08:27:00,0,3,"false ceiling crawled, ornaments stolen, domestic help suspected","The victim states that false ceiling crawled, ornaments stolen, domestic help suspected. Reported at Udupi.",Open,1,5,,,demo-synthetic
FIR-2026-006123,Vijayapura,Vijayapura North PS,Vehicle Theft,Property,3,16.776586,75.715014,8760aad22ffffff,8860aad223fffff,8960aad2237ffff,2025-04-13T21:41:00,2025-04-15T21:54:00,21,6,"ignition hot-wired, two-wheeler driven away, outside shopping mall","As per the FIR, ignition hot-wired, two-wheeler driven away, outside shopping mall. Reported at Vijayapura.",ChargeSheeted,4,1,,,demo-synthetic
FIR-2023-006124,Hubballi-Dharwad,Hubballi-Dharwad Cantonment PS,Phishing / OTP Fraud,Cybercrime,3,15.310073,75.154437,8760a8946ffffff,8860a89717fffff,8960a89716fffff,2025-08-20T06:57:00,2025-08-25T07:41:00,6,2,"SIM swap executed, card not present transaction, caller spoofed bank IVR","As per the FIR, SIM swap executed, card not present transaction, caller spoofed bank IVR. Reported at Hubballi-Dharwad.",Closed,1,6,117200.0,,demo-synthetic
FIR-2024-006125,Bengaluru Rural,Bengaluru West PS,Burglary,Property,3,13.205041,77.566166,876016950ffffff,8860169503fffff,8960169502fffff,2025-06-20T21:55:00,2025-06-20T23:44:00,21,4,"lock picked, cash and gold stolen, CCTV wires cut","As per the FIR, lock picked, cash and gold stolen, CCTV wires cut. Reported at Bengaluru Rural.",Closed,1,3,377500.0,,demo-synthetic
FIR-2025-006126,Bengaluru City,Bengaluru Market PS,Burglary,Property,2,12.99957,77.586266,8760145b6ffffff,8860145b63fffff,8960145b623ffff,2025-10-06T11:33:00,2025-10-06T20:08:00,11,0,"rear window broken, almirah emptied, occupants away on travel","On the date of incident, rear window broken, almirah emptied, occupants away on travel. Reported at Bengaluru City.",UnderInvestigation,1,2,,,demo-synthetic
FIR-2026-006127,Bengaluru City,Bengaluru Lake PS,House Theft,Property,2,12.965479,77.547722,8760145a2ffffff,8860145a21fffff,8960145a20bffff,2023-10-31T21:06:00,2023-11-01T02:05:00,21,1,"false ceiling crawled, ornaments stolen, domestic help suspected","On the date of incident, false ceiling crawled, ornaments stolen, domestic help suspected. Reported at Bengaluru City.",ChargeSheeted,1,2,183200.0,,demo-synthetic
FIR-2023-006128,Bengaluru City,Bengaluru Market PS,Vehicle Theft,Property,4,12.995186,77.654194,8761892eeffffff,8861892ee9fffff,8961892ee8fffff,2023-06-29T01:34:00,2023-06-29T04:23:00,1,3,"steering lock broken, vehicle parts stripped, number plate swapped","On the date of incident, steering lock broken, vehicle parts stripped, number plate swapped. Reported at Bengaluru City.",Closed,3,5,396500.0,,demo-synthetic
FIR-2024-006129,Uttara Kannada,Uttara West PS,Chain Snatching,Property,3,14.73222,74.672648,8760ad009ffffff,8860ad0095fffff,8960ad00943ffff,2025-10-08T17:15:00,2025-10-08T22:01:00,17,2,"approached from behind, gold chain snatched, fled towards main road","Complainant reports that approached from behind, gold chain snatched, fled towards main road. Reported at Uttara Kannada.",UnderInvestigation,1,1,88300.0,,demo-synthetic
FIR-2025-006130,Bengaluru City,Bengaluru North PS,Online Financial Fraud,Cybercrime,2,13.007457,77.63799,8761892eaffffff,8861892ea9fffff,8961892ea87ffff,2024-05-05T22:33:00,2024-05-06T10:35:00,22,6,"phishing link sent, amount debited via UPI, money routed through mule accounts","Complainant reports that phishing link sent, amount debited via UPI, money routed through mule accounts. Reported at Bengaluru City.",Closed,1,1,312000.0,,demo-synthetic
FIR-2026-006131,Gadag,Gadag Industrial Area PS,Assault,Violent,2,15.427745,75.629613,8760ac71bffffff,8860ac71b9fffff,8960ac71bbbffff,2025-10-20T02:44:00,2025-10-20T05:11:00,2,0,"old enmity, hit with blunt object, group attack","The victim states that old enmity, hit with blunt object, group attack. Reported at Gadag.",Closed,4,4,,,demo-synthetic
FIR-2023-006132,Bengaluru Rural,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,2,13.177089,77.563179,876016955ffffff,8860169553fffff,89601695537ffff,2025-11-11T01:57:00,2025-11-14T02:05:00,1,1,"fake lottery message, bank account drained, multiple small debits","Investigation reveals that fake lottery message, bank account drained, multiple small debits. Reported at Bengaluru Rural.",Closed,1,1,271700.0,,demo-synthetic
FIR-2024-006133,Chitradurga,Chitradurga West PS,Murder,Violent,5,14.234031,76.431843,876012a94ffffff,886012a947fffff,896012a9463ffff,2025-09-25T03:49:00,2025-09-25T06:06:00,3,3,"lured to isolated spot, shot at close range, previous enmity","As per the FIR, lured to isolated spot, shot at close range, previous enmity. Reported at Chitradurga.",Closed,1,1,,Wooden stick,demo-synthetic
FIR-2025-006134,Bidar,Bidar Town PS,Molestation,Crime Against Women,1,17.890539,77.571191,87608452effffff,88608452edfffff,89608452ed3ffff,2025-12-20T19:24:00,2025-12-21T04:19:00,19,5,"accosted on road, verbal abuse, repeat offender","Complainant reports that accosted on road, verbal abuse, repeat offender. Reported at Bidar.",Open,1,1,,,demo-synthetic
FIR-2026-006135,Bengaluru City,Bengaluru East PS,Phishing / OTP Fraud,Cybercrime,4,12.968242,77.600924,87618925affffff,88618925a7fffff,89618925a77ffff,2024-10-19T19:59:00,2024-10-24T20:45:00,19,5,"OTP obtained on pretext of reward, card not present transaction, social engineering used","Investigation reveals that OTP obtained on pretext of reward, card not present transaction, social engineering used. Reported at Bengaluru City.",Closed,2,3,54300.0,,demo-synthetic
FIR-2023-006136,Bengaluru City,Bengaluru Town PS,Burglary,Property,3,12.979707,77.75214,87618921dffffff,88618921d5fffff,89618921d4bffff,2025-11-07T01:07:00,2025-11-07T09:07:00,1,4,"rear window broken, almirah emptied, CCTV wires cut","The victim states that rear window broken, almirah emptied, CCTV wires cut. Reported at Bengaluru City.",Closed,5,2,99700.0,,demo-synthetic
FIR-2024-006137,Hubballi-Dharwad,Hubballi-Dharwad Market PS,Assault,Violent,2,15.308444,75.137921,8760a8946ffffff,8860a8946bfffff,8960a8946afffff,2025-06-13T01:26:00,2025-06-13T02:55:00,1,4,"argument over money, stabbed during scuffle, alcohol involved","The victim states that argument over money, stabbed during scuffle, alcohol involved. Reported at Hubballi-Dharwad.",ChargeSheeted,1,6,,,demo-synthetic
FIR-2025-006138,Bagalkote,Bagalkote East PS,Burglary,Property,4,16.134981,75.713153,8760ae310ffffff,8860ae3109fffff,8960ae3108fffff,2026-05-10T12:50:00,2026-05-10T21:05:00,12,6,"lock picked, jewellery taken, guard dog poisoned","Complainant reports that lock picked, jewellery taken, guard dog poisoned. Reported at Bagalkote.",Closed,1,2,353900.0,,demo-synthetic
FIR-2026-006139,Uttara Kannada,Uttara Industrial Area PS,Vehicle Theft,Property,4,14.767425,74.696656,8760ad019ffffff,8860ad00a5fffff,8960ad00a4bffff,2023-08-07T13:58:00,2023-08-07T18:32:00,13,0,"master key used, vehicle parts stripped, outside shopping mall","As per the FIR, master key used, vehicle parts stripped, outside shopping mall. Reported at Uttara Kannada.",ChargeSheeted,5,5,592100.0,,demo-synthetic
FIR-2023-006140,Belagavi,Belagavi Town PS,Molestation,Crime Against Women,2,15.876954,74.480929,8760a82e2ffffff,8860a82e2dfffff,8960a82e2dbffff,2023-06-16T07:19:00,2023-06-16T12:13:00,7,4,"outraged modesty, inappropriate touching, near bus stop","Investigation reveals that outraged modesty, inappropriate touching, near bus stop. Reported at Belagavi.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2024-006141,Bengaluru City,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,3,12.983254,77.528836,876014584ffffff,8860145847fffff,89601458473ffff,2025-08-04T17:16:00,2025-08-05T06:01:00,17,0,"UPI collect request, amount debited via UPI, victim contacted on WhatsApp","Investigation reveals that UPI collect request, amount debited via UPI, victim contacted on WhatsApp. Reported at Bengaluru City.",ChargeSheeted,1,5,691300.0,,demo-synthetic
FIR-2025-006142,Bengaluru City,Bengaluru City PS,Cheating / Fraud,Economic,2,12.987521,77.602583,8761892e9ffffff,8861892e93fffff,8961892e923ffff,2024-06-03T15:41:00,2024-06-08T16:00:00,15,0,"fake investment scheme, deposits collected and absconded, shell company used","On the date of incident, fake investment scheme, deposits collected and absconded, shell company used. Reported at Bengaluru City.",Closed,3,1,4320100.0,,demo-synthetic
FIR-2026-006143,Bengaluru City,Bengaluru City PS,Dacoity,Property,5,12.917408,77.541623,8760145a5ffffff,8860145a51fffff,8960145a513ffff,2025-11-06T02:57:00,2025-11-06T04:46:00,2,3,"armed gang of five, gold and cash taken, telephone lines cut","Investigation reveals that armed gang of five, gold and cash taken, telephone lines cut. Reported at Bengaluru City.",ChargeSheeted,1,5,,Iron rod,demo-synthetic
FIR-2023-006144,Mangaluru,Mangaluru Lake PS,Excise / Illicit Liquor,Narcotics,3,12.897415,74.792356,876011242ffffff,886011242bfffff,896011242b3ffff,2025-09-24T11:44:00,2025-09-24T13:08:00,11,2,"raid on illegal unit, distillation setup found, smuggled across border","As per the FIR, raid on illegal unit, distillation setup found, smuggled across border. Reported at Mangaluru.",Closed,1,1,,,demo-synthetic
FIR-2024-006145,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,4,12.957915,77.599834,87618925affffff,88618925abfffff,89618925aafffff,2026-04-08T06:03:00,2026-04-08T12:39:00,6,2,"phishing link sent, OTP shared by victim, withdrawn from distant ATM","On the date of incident, phishing link sent, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Closed,1,6,525800.0,,demo-synthetic
FIR-2025-006146,Uttara Kannada,Uttara Town PS,House Theft,Property,3,14.808903,74.680782,8760ad0f5ffffff,8860ad0f5bfffff,8960ad0f5abffff,2023-08-23T20:00:00,2023-08-23T22:17:00,20,2,"false ceiling crawled, mobile phones lifted, daytime when house empty","Investigation reveals that false ceiling crawled, mobile phones lifted, daytime when house empty. Reported at Uttara Kannada.",ChargeSheeted,1,1,215100.0,,demo-synthetic
FIR-2026-006147,Chitradurga,Chitradurga City PS,Burglary,Property,2,14.261098,76.42699,876012a92ffffff,886012a929fffff,896012a928bffff,2025-08-15T02:42:00,2025-08-15T10:48:00,2,4,"ventilator forced, electronics removed, occupants away on travel","Complainant reports that ventilator forced, electronics removed, occupants away on travel. Reported at Chitradurga.",Open,2,1,320600.0,,demo-synthetic
FIR-2023-006148,Bengaluru City,Bengaluru City PS,House Theft,Property,3,12.957182,77.564286,8760145a6ffffff,8860145a67fffff,8960145a67bffff,2025-10-11T03:10:00,2025-10-11T05:48:00,3,5,"false ceiling crawled, cash from drawer taken, no forced entry","As per the FIR, false ceiling crawled, cash from drawer taken, no forced entry. Reported at Bengaluru City.",Closed,1,1,493300.0,,demo-synthetic
FIR-2024-006149,Dakshina Kannada,Dakshina Town PS,Drug Possession (NDPS),Narcotics,4,12.862607,75.285218,87601115affffff,88601115a5fffff,89601115a53ffff,2024-03-07T19:50:00,2024-03-08T00:01:00,19,3,"tip-off acted upon, ganja seized, supplied near college","Investigation reveals that tip-off acted upon, ganja seized, supplied near college. Reported at Dakshina Kannada.",ChargeSheeted,1,4,,,demo-synthetic
FIR-2025-006150,Bengaluru City,Bengaluru Industrial Area PS,Vehicle Theft,Property,3,12.988526,77.563151,8760145b1ffffff,8860145b1dfffff,8960145b1cbffff,2025-08-04T20:24:00,2025-08-05T20:44:00,20,0,"master key used, vehicle parts stripped, outside shopping mall","Complainant reports that master key used, vehicle parts stripped, outside shopping mall. Reported at Bengaluru City.",Closed,5,1,,,demo-synthetic
FIR-2026-006151,Bengaluru City,Bengaluru Town PS,Online Financial Fraud,Cybercrime,3,12.94422,77.552996,8760145a0ffffff,8860145a0dfffff,8960145a0cbffff,2024-11-15T02:32:00,2024-11-22T02:39:00,2,4,"remote-access app installed, OTP shared by victim, withdrawn from distant ATM","As per the FIR, remote-access app installed, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",ChargeSheeted,1,1,122400.0,,demo-synthetic
FIR-2023-006152,Vijayapura,Vijayapura Town PS,Vehicle Theft,Property,4,16.820634,75.676782,8760aad03ffffff,8860aad031fffff,8960aad0313ffff,2026-03-28T13:59:00,2026-03-28T22:06:00,13,5,"master key used, car taken from parking lot, outside shopping mall","Investigation reveals that master key used, car taken from parking lot, outside shopping mall. Reported at Vijayapura.",UnderInvestigation,1,1,496000.0,,demo-synthetic
FIR-2024-006153,Mandya,Mandya South PS,Chain Snatching,Property,3,12.563664,76.798341,876014235ffffff,8860142357fffff,8960142357bffff,2024-08-30T19:40:00,2024-08-31T04:14:00,19,4,"pillion rider snatched, mangalsutra pulled, morning walk hours","Complainant reports that pillion rider snatched, mangalsutra pulled, morning walk hours. Reported at Mandya.",Closed,1,4,122400.0,,demo-synthetic
FIR-2025-006154,Ramanagara,Ramanagara Lake PS,Assault,Violent,3,12.729545,77.295321,876014568ffffff,8860145683fffff,89601456837ffff,2025-06-18T08:41:00,2025-06-19T08:52:00,8,2,"argument over money, hit with blunt object, near liquor shop","On the date of incident, argument over money, hit with blunt object, near liquor shop. Reported at Ramanagara.",ChargeSheeted,1,6,,,demo-synthetic
FIR-2026-006155,Hubballi-Dharwad,Hubballi-Dharwad Rural PS,Kidnapping,Violent,4,15.375449,75.102835,8760a895affffff,8860a895a9fffff,8960a895a8fffff,2025-07-25T06:25:00,2025-07-26T06:58:00,6,4,"forcibly taken, held captive, minor victim","As per the FIR, forcibly taken, held captive, minor victim. Reported at Hubballi-Dharwad.",ChargeSheeted,1,1,,Sickle,demo-synthetic
FIR-2023-006156,Bagalkote,Bagalkote Nagar PS,Chain Snatching,Property,4,16.206398,75.674746,8760ae3abffffff,8860ae3abdfffff,8960ae3abc3ffff,2024-03-21T17:06:00,2024-03-21T19:13:00,17,3,"pillion rider snatched, necklace grabbed, morning walk hours","Complainant reports that pillion rider snatched, necklace grabbed, morning walk hours. Reported at Bagalkote.",ChargeSheeted,1,1,172600.0,,demo-synthetic
FIR-2024-006157,Mysuru,Mysuru Nagar PS,Drug Possession (NDPS),Narcotics,3,12.306135,76.616274,876015ca4ffffff,886015ca45fffff,896015ca457ffff,2025-12-07T15:59:00,2025-12-07T17:04:00,15,6,"caught in raid, ganja seized, weighing scale recovered","Investigation reveals that caught in raid, ganja seized, weighing scale recovered. Reported at Mysuru.",ChargeSheeted,1,5,,,demo-synthetic
FIR-2025-006158,Bengaluru City,Bengaluru Lake PS,Burglary,Property,4,12.901815,77.611343,876189243ffffff,8861892431fffff,89618924307ffff,2024-07-06T21:52:00,2024-07-07T00:47:00,21,5,"lock picked, electronics removed, CCTV wires cut","Investigation reveals that lock picked, electronics removed, CCTV wires cut. Reported at Bengaluru City.",ChargeSheeted,3,4,455200.0,,demo-synthetic
FIR-2026-006159,Hubballi-Dharwad,Hubballi-Dharwad Rural PS,Domestic Violence,Crime Against Women,3,15.365763,75.083945,8760a895bffffff,8860a895b9fffff,8960a895b83ffff,2024-08-24T17:14:00,2024-08-25T02:11:00,17,5,"frequent quarrels, physically assaulted, dowry-related","As per the FIR, frequent quarrels, physically assaulted, dowry-related. Reported at Hubballi-Dharwad.",Closed,1,1,,,demo-synthetic
FIR-2023-006160,Mandya,Mandya Town PS,Missing Person,Missing,1,12.520629,76.871594,876014311ffffff,8860143111fffff,8960143110bffff,2023-06-20T07:16:00,2023-06-22T08:15:00,7,1,"did not return from college, no contact since, depression suspected","As per the FIR, did not return from college, no contact since, depression suspected. Reported at Mandya.",ChargeSheeted,1,1,,,demo-synthetic
