fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIRNEW-2026-990475,Bengaluru City,Bengaluru Industrial Area PS,Vehicle Theft,Property,2,12.948189,77.615156,87618925effffff,88618925e3fffff,89618925e23ffff,2026-06-02T21:00:00,2026-06-03T01:13:00,21,1,"master key used, two-wheeler driven away, near railway station","Complainant reports that master key used, two-wheeler driven away, near railway station. Reported at Bengaluru City.",Open,1,1,20400.0,,demo-synthetic
FIRNEW-2023-990476,Tumakuru,Tumakuru Industrial Area PS,Vehicle Theft,Property,4,13.330255,77.07668,876016ae5ffffff,886016ae59fffff,896016ae587ffff,2026-06-01T16:32:00,2026-06-01T21:12:00,16,0,"ignition hot-wired, vehicle parts stripped, outside shopping mall","Investigation reveals that ignition hot-wired, vehicle parts stripped, outside shopping mall. Reported at Tumakuru.",Open,2,1,,,demo-synthetic
FIRNEW-2024-990477,Mysuru,Bengaluru West PS,Cheating / Fraud,Economic,3,12.300494,76.655941,876015d9dffffff,886015d9d5fffff,896015d9d53ffff,2026-06-12T16:49:00,2026-06-12T23:29:00,16,4,"fake investment scheme, amount transferred to mule account, multiple victims targeted","On the date of incident, fake investment scheme, amount transferred to mule account, multiple victims targeted. Reported at Bengaluru City.",Open,1,5,3106100.0,,demo-synthetic
FIRNEW-2025-990478,Bengaluru City,Bengaluru East PS,Online Financial Fraud,Cybercrime,2,13.02314,77.563644,876014594ffffff,8860145949fffff,89601459487ffff,2026-06-09T17:39:00,2026-06-10T05:56:00,17,1,"UPI collect request, amount debited via UPI, withdrawn from distant ATM","As per the FIR, UPI collect request, amount debited via UPI, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,1,380300.0,,demo-synthetic
FIRNEW-2026-990479,Chamarajanagar,Chamarajanagar North PS,Attempt to Murder,Violent,4,11.89517,76.960816,8760337b6ffffff,8860337b6bfffff,8960337b6b3ffff,2026-06-02T23:51:00,2026-06-03T02:25:00,23,1,"ambush near residence, attacked with machete, land dispute","The victim states that ambush near residence, attacked with machete, land dispute. Reported at Chamarajanagar.",Open,1,3,,Sickle,demo-synthetic
FIRNEW-2023-990480,Bengaluru City,Shivamogga Lake PS,Burglary,Property,3,12.988536,77.691026,8761892e0ffffff,8861892e0bfffff,8961892e017ffff,2026-06-06T21:19:00,2026-06-08T21:34:00,21,5,"lock picked, almirah emptied, night-time entry","The victim states that lock picked, almirah emptied, night-time entry. Reported at Shivamogga.",Open,1,2,128300.0,,demo-synthetic
FIRNEW-2024-990481,Bengaluru City,Bengaluru Lake PS,Burglary,Property,2,12.929024,77.657789,876189255ffffff,886189250bfffff,8961892554fffff,2026-06-01T02:07:00,2026-06-01T10:46:00,2,0,"grille cut open, jewellery taken, CCTV wires cut","On the date of incident, grille cut open, jewellery taken, CCTV wires cut. Reported at Bengaluru City.",Open,1,1,385600.0,,demo-synthetic
FIRNEW-2025-990482,Bengaluru City,Bengaluru Market PS,Online Financial Fraud,Cybercrime,4,12.942746,77.552995,8760145a0ffffff,8860145a0dfffff,8960145a0cbffff,2026-06-10T01:19:00,2026-06-15T02:06:00,1,2,"fake customer-care number, OTP shared by victim, spoofed bank SMS","On the date of incident, fake customer-care number, OTP shared by victim, spoofed bank SMS. Reported at Bengaluru City.",Open,1,1,350900.0,,demo-synthetic
FIRNEW-2026-990483,Mysuru,Bengaluru Town PS,Excise / Illicit Liquor,Narcotics,2,12.309908,76.652216,876015d98ffffff,886015d98bfffff,896015d98a3ffff,2026-06-11T11:07:00,2026-06-11T12:17:00,11,3,"raid on illegal unit, ID liquor cartons recovered, unit destroyed","Complainant reports that raid on illegal unit, ID liquor cartons recovered, unit destroyed. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990484,Chitradurga,Chitradurga South PS,Vehicle Theft,Property,3,14.279447,76.364925,876012069ffffff,886012069bfffff,896012069a3ffff,2026-06-08T12:10:00,2026-06-08T16:18:00,12,0,"ignition hot-wired, two-wheeler driven away, near railway station","On the date of incident, ignition hot-wired, two-wheeler driven away, near railway station. Reported at Chitradurga.",Open,1,5,489300.0,,demo-synthetic
FIRNEW-2024-990485,Mangaluru,Mangaluru West PS,Robbery,Property,4,12.936575,74.83295,876011256ffffff,886011256bfffff,896011256a3ffff,2026-06-12T12:46:00,2026-06-12T14:35:00,12,4,"gang surrounded victim, valuables looted, victim assaulted","As per the FIR, gang surrounded victim, valuables looted, victim assaulted. Reported at Mangaluru.",Open,5,1,446200.0,Knife,demo-synthetic
FIRNEW-2025-990486,Bengaluru City,Bengaluru South PS,Phishing / OTP Fraud,Cybercrime,3,12.9856,77.701317,8761892e4ffffff,8861892e47fffff,8961892e467ffff,2026-06-01T10:51:00,2026-06-02T11:36:00,10,0,"OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR","Investigation reveals that OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR. Reported at Bengaluru City.",Open,1,2,157500.0,,demo-synthetic
FIRNEW-2026-990487,Bagalkote,Bagalkote West PS,Vehicle Theft,Property,4,16.156082,75.647894,8760ae31bffffff,8860ae31bdfffff,8960ae31bdbffff,2026-06-10T03:29:00,2026-06-10T15:52:00,3,2,"steering lock broken, vehicle parts stripped, near railway station","Investigation reveals that steering lock broken, vehicle parts stripped, near railway station. Reported at Bagalkote.",Open,1,1,309900.0,,demo-synthetic
FIRNEW-2023-990488,Ramanagara,Ramanagara Rural PS,House Theft,Property,3,12.730881,77.255456,8760140b0ffffff,8860140b0dfffff,8960140b0d3ffff,2026-06-01T22:23:00,2026-06-02T00:39:00,22,0,"door latch lifted, mobile phones lifted, daytime when house empty","As per the FIR, door latch lifted, mobile phones lifted, daytime when house empty. Reported at Ramanagara.",Open,1,2,,,demo-synthetic
FIRNEW-2024-990489,Mysuru,Bengaluru Town PS,Online Financial Fraud,Cybercrime,3,12.300039,76.648413,876015d9dffffff,886015d9d7fffff,896015d9d73ffff,2026-06-13T03:57:00,2026-06-13T16:44:00,3,5,"phishing link sent, OTP shared by victim, money routed through mule accounts","On the date of incident, phishing link sent, OTP shared by victim, money routed through mule accounts. Reported at Bengaluru City.",Open,1,1,627900.0,,demo-synthetic
FIRNEW-2025-990490,Mysuru,Mysuru Cantonment PS,Burglary,Property,4,12.29963,76.645779,876015d9dffffff,886015d9d7fffff,896015d9d77ffff,2026-06-09T20:15:00,2026-06-09T21:45:00,20,1,"back door pried open, almirah emptied, CCTV wires cut","As per the FIR, back door pried open, almirah emptied, CCTV wires cut. Reported at Mysuru.",Open,1,1,79100.0,,demo-synthetic
FIRNEW-2026-990491,Bengaluru City,Bengaluru East PS,Vehicle Theft,Property,4,13.003357,77.600999,8760145b6ffffff,8860145b6dfffff,8960145b6cfffff,2026-06-06T22:11:00,2026-06-08T22:13:00,22,5,"master key used, two-wheeler driven away, from apartment basement","The victim states that master key used, two-wheeler driven away, from apartment basement. Reported at Bengaluru City.",Open,2,1,336100.0,,demo-synthetic
FIRNEW-2023-990492,Bengaluru City,Mysuru North PS,Drug Possession (NDPS),Narcotics,3,12.988838,77.703369,8761892e4ffffff,8861892e47fffff,8961892e46bffff,2026-06-09T19:14:00,2026-06-10T19:34:00,19,1,"intercepted at checkpost, MDMA pills recovered, supplied near college","Investigation reveals that intercepted at checkpost, MDMA pills recovered, supplied near college. Reported at Mysuru.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990493,Bengaluru City,Bengaluru Market PS,Assault,Violent,4,12.928887,77.621273,87618925cffffff,88618925c1fffff,89618925c0bffff,2026-06-05T15:07:00,2026-06-06T03:50:00,15,4,"sudden quarrel escalated, victim beaten with sticks, near liquor shop","Investigation reveals that sudden quarrel escalated, victim beaten with sticks, near liquor shop. Reported at Bengaluru City.",Open,1,1,,Iron rod,demo-synthetic
FIRNEW-2025-990494,Bengaluru City,Bengaluru Cantonment PS,Domestic Violence,Crime Against Women,2,12.968468,77.612149,87618925affffff,88618925a5fffff,89618925a53ffff,2026-06-01T11:14:00,2026-06-03T11:47:00,11,0,"dispute with in-laws, subjected to cruelty, dowry-related","As per the FIR, dispute with in-laws, subjected to cruelty, dowry-related. Reported at Bengaluru City.",Open,1,5,,,demo-synthetic
FIRNEW-2026-990495,Mysuru,Uttara City PS,Chain Snatching,Property,3,12.314377,76.645,876015d98ffffff,886015d983fffff,896015d9837ffff,2026-06-01T19:04:00,2026-06-03T19:58:00,19,0,"two riders on motorcycle, gold chain snatched, morning walk hours","As per the FIR, two riders on motorcycle, gold chain snatched, morning walk hours. Reported at Uttara Kannada.",Open,1,1,184900.0,,demo-synthetic
FIRNEW-2023-990496,Belagavi,Belagavi City PS,Molestation,Crime Against Women,2,15.835042,74.488894,8760a82e4ffffff,8860a82e49fffff,8960a82e48bffff,2026-06-05T18:05:00,2026-06-06T06:34:00,18,4,"outraged modesty, blocked path, near bus stop","The victim states that outraged modesty, blocked path, near bus stop. Reported at Belagavi.",Open,1,5,,,demo-synthetic
FIRNEW-2024-990497,Chikkamagaluru,Chikkamagaluru Industrial Area PS,Molestation,Crime Against Women,1,13.352287,75.767653,8760102e9ffffff,8860102e93fffff,8960115b693ffff,2026-06-01T18:12:00,2026-06-01T22:48:00,18,0,"accosted on road, blocked path, repeat offender","The victim states that accosted on road, blocked path, repeat offender. Reported at Chikkamagaluru.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990498,Bengaluru City,Davanagere West PS,Missing Person,Missing,2,12.987096,77.694809,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-13T15:47:00,2026-06-16T16:18:00,15,5,"last seen near bus stand, whereabouts unknown, depression suspected","Complainant reports that last seen near bus stand, whereabouts unknown, depression suspected. Reported at Davanagere.",Open,1,4,,,demo-synthetic
FIRNEW-2026-990499,Bengaluru City,Bengaluru South PS,Robbery,Property,4,13.008295,77.570303,8760145b2ffffff,8860145b2bfffff,8960145b2a7ffff,2026-06-13T11:09:00,2026-06-13T13:08:00,11,5,"threatened with weapon, valuables looted, on isolated stretch","On the date of incident, threatened with weapon, valuables looted, on isolated stretch. Reported at Bengaluru City.",Open,1,1,225900.0,,demo-synthetic
FIRNEW-2023-990500,Bengaluru City,Bengaluru Rural PS,Phishing / OTP Fraud,Cybercrime,4,12.9726,77.60443,87618925affffff,88618925a7fffff,89618925a7bffff,2026-06-07T00:14:00,2026-06-10T00:36:00,0,6,"fake lottery message, wallet balance transferred, multiple small debits","On the date of incident, fake lottery message, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,2,1,130000.0,,demo-synthetic
FIRNEW-2024-990501,Mysuru,Mangaluru East PS,Cheating / Fraud,Economic,4,12.311708,76.652272,876015d98ffffff,886015d98bfffff,896015d98abffff,2026-06-11T22:56:00,2026-06-18T23:38:00,22,3,"fake investment scheme, cheque dishonoured, shell company used","On the date of incident, fake investment scheme, cheque dishonoured, shell company used. Reported at Mangaluru.",Open,5,2,2008900.0,,demo-synthetic
FIRNEW-2025-990502,Hubballi-Dharwad,Hubballi-Dharwad Nagar PS,Domestic Violence,Crime Against Women,2,15.349976,75.168954,8760a8954ffffff,8860a89547fffff,8960a895473ffff,2026-06-07T15:06:00,2026-06-07T17:39:00,15,6,"harassment by husband, physically assaulted, complaint to women's helpline","As per the FIR, harassment by husband, physically assaulted, complaint to women's helpline. Reported at Hubballi-Dharwad.",Open,1,2,,,demo-synthetic
FIRNEW-2026-990503,Chikkaballapura,Chikkaballapura Industrial Area PS,Missing Person,Missing,1,13.433957,77.743792,876016993ffffff,8860169935fffff,89601699347ffff,2026-06-04T19:31:00,2026-06-05T19:40:00,19,3,"last seen near bus stand, whereabouts unknown, search underway","As per the FIR, last seen near bus stand, whereabouts unknown, search underway. Reported at Chikkaballapura.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990504,Bengaluru City,Bengaluru North PS,Online Financial Fraud,Cybercrime,3,12.994591,77.699688,8761892e0ffffff,8861892e0dfffff,8961892e0c3ffff,2026-06-12T08:05:00,2026-06-19T08:38:00,8,4,"UPI collect request, amount debited via UPI, victim contacted on WhatsApp","On the date of incident, UPI collect request, amount debited via UPI, victim contacted on WhatsApp. Reported at Bengaluru City.",Open,1,6,578300.0,,demo-synthetic
FIRNEW-2024-990505,Bengaluru City,Bengaluru Rural PS,Cheating / Fraud,Economic,2,12.965774,77.615783,87618925affffff,88618925adfffff,89618925acbffff,2026-06-07T22:57:00,2026-06-08T23:26:00,22,6,"forged documents used, amount transferred to mule account, multiple victims targeted","As per the FIR, forged documents used, amount transferred to mule account, multiple victims targeted. Reported at Bengaluru City.",Open,3,2,2441400.0,,demo-synthetic
FIRNEW-2025-990506,Mangaluru,Mangaluru Lake PS,Domestic Violence,Crime Against Women,3,12.858977,74.824063,876011262ffffff,8860112625fffff,89601126257ffff,2026-06-12T08:37:00,2026-06-12T10:09:00,8,4,"harassment by husband, physically assaulted, repeated incidents","Investigation reveals that harassment by husband, physically assaulted, repeated incidents. Reported at Mangaluru.",Open,1,2,,,demo-synthetic
FIRNEW-2026-990507,Mysuru,Uttara Cantonment PS,Burglary,Property,2,12.305698,76.651021,876015d9dffffff,886015d98bfffff,896015d98b7ffff,2026-06-03T02:04:00,2026-06-04T02:12:00,2,2,"rear window broken, jewellery taken, occupants away on travel","The victim states that rear window broken, jewellery taken, occupants away on travel. Reported at Uttara Kannada.",Open,1,1,403500.0,,demo-synthetic
FIRNEW-2023-990508,Bengaluru City,Bengaluru Industrial Area PS,Phishing / OTP Fraud,Cybercrime,3,13.003581,77.614592,8761892ebffffff,8861892ebbfffff,8961892ebbbffff,2026-06-04T09:16:00,2026-06-11T09:36:00,9,3,"fake lottery message, wallet balance transferred, multiple small debits","Investigation reveals that fake lottery message, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,1,2,235400.0,,demo-synthetic
FIRNEW-2024-990509,Mandya,Mandya East PS,Robbery,Property,4,12.513186,76.934222,876014049ffffff,8860140499fffff,8960140498bffff,2026-06-13T01:20:00,2026-06-13T07:37:00,1,5,"knife brandished, wallet snatched, victim assaulted","The victim states that knife brandished, wallet snatched, victim assaulted. Reported at Mandya.",Open,1,1,481000.0,,demo-synthetic
FIRNEW-2025-990510,Bengaluru City,Bengaluru South PS,Assault,Violent,3,12.99234,77.692188,8761892e0ffffff,8861892e01fffff,8961892e003ffff,2026-06-04T23:08:00,2026-06-05T01:14:00,23,3,"argument over money, hit with blunt object, near liquor shop","The victim states that argument over money, hit with blunt object, near liquor shop. Reported at Bengaluru City.",Open,1,6,,,demo-synthetic
FIRNEW-2026-990511,Udupi,Udupi North PS,Chain Snatching,Property,3,13.338285,74.727423,87601e81cffffff,88601e81c5fffff,89601e81c57ffff,2026-06-03T20:29:00,2026-06-04T00:55:00,20,2,"two riders on motorcycle, mangalsutra pulled, morning walk hours","As per the FIR, two riders on motorcycle, mangalsutra pulled, morning walk hours. Reported at Udupi.",Open,3,1,180200.0,,demo-synthetic
FIRNEW-2023-990512,Ballari,Ballari East PS,Domestic Violence,Crime Against Women,3,15.089618,76.889443,8760a1873ffffff,8860a1873dfffff,8960a1873d7ffff,2026-06-02T17:49:00,2026-06-02T20:17:00,17,1,"dispute with in-laws, thrown out of house, dowry-related","The victim states that dispute with in-laws, thrown out of house, dowry-related. Reported at Ballari.",Open,1,5,,,demo-synthetic
FIRNEW-2024-990513,Mysuru,Bengaluru City PS,Dacoity,Property,5,12.311374,76.658364,876015d98ffffff,886015d989fffff,896015d988fffff,2026-06-05T21:05:00,2026-06-05T22:18:00,21,4,"house surrounded at night, gold and cash taken, faces masked","Investigation reveals that house surrounded at night, gold and cash taken, faces masked. Reported at Bengaluru City.",Open,3,5,1906400.0,Iron rod,demo-synthetic
FIRNEW-2025-990514,Bengaluru City,Bengaluru North PS,Vehicle Theft,Property,3,12.981972,77.608675,8761892e9ffffff,8861892e9bfffff,8961892e9abffff,2026-06-06T23:22:00,2026-06-07T07:54:00,23,5,"ignition hot-wired, car taken from parking lot, number plate swapped","On the date of incident, ignition hot-wired, car taken from parking lot, number plate swapped. Reported at Bengaluru City.",Open,1,1,402700.0,,demo-synthetic
FIRNEW-2026-990515,Bengaluru City,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,2,12.977422,77.563348,8760145b5ffffff,8860145b57fffff,8960145b567ffff,2026-06-01T21:19:00,2026-06-02T22:11:00,21,0,"fake lottery message, bank account drained, caller spoofed bank IVR","As per the FIR, fake lottery message, bank account drained, caller spoofed bank IVR. Reported at Bengaluru City.",Open,1,1,241500.0,,demo-synthetic
FIRNEW-2023-990516,Bengaluru City,Kalaburagi West PS,Phishing / OTP Fraud,Cybercrime,2,12.994992,77.693656,8761892e0ffffff,8861892e01fffff,8961892e01bffff,2026-06-03T00:25:00,2026-06-06T00:40:00,0,2,"SIM swap executed, wallet balance transferred, caller spoofed bank IVR","The victim states that SIM swap executed, wallet balance transferred, caller spoofed bank IVR. Reported at Kalaburagi.",Open,1,2,163400.0,,demo-synthetic
FIRNEW-2024-990517,Dakshina Kannada,Dakshina North PS,Robbery,Property,4,12.856672,75.272932,87601115affffff,88601115a3fffff,89601115a33ffff,2026-06-02T22:07:00,2026-06-02T23:10:00,22,1,"knife brandished, cash and phone taken, late night near ATM","The victim states that knife brandished, cash and phone taken, late night near ATM. Reported at Dakshina Kannada.",Open,1,1,373000.0,Wooden stick,demo-synthetic
FIRNEW-2025-990518,Chikkamagaluru,Chikkamagaluru Lake PS,Chain Snatching,Property,3,13.317499,75.7444,87601025bffffff,88601025b3fffff,89601025b23ffff,2026-06-13T09:08:00,2026-06-13T12:00:00,9,5,"two riders on motorcycle, necklace grabbed, victim walking alone","Complainant reports that two riders on motorcycle, necklace grabbed, victim walking alone. Reported at Chikkamagaluru.",Open,2,1,189500.0,,demo-synthetic
FIRNEW-2026-990519,Mysuru,Raichur Town PS,Burglary,Property,3,12.297628,76.646248,876015d9dffffff,886015d9d3fffff,896015d9d3bffff,2026-06-07T21:37:00,2026-06-07T22:38:00,21,6,"grille cut open, jewellery taken, night-time entry","The victim states that grille cut open, jewellery taken, night-time entry. Reported at Raichur.",Open,1,4,110000.0,,demo-synthetic
FIRNEW-2023-990520,Ramanagara,Ramanagara North PS,Dowry Harassment,Crime Against Women,3,12.716243,77.286122,876014569ffffff,8860145699fffff,89601456987ffff,2026-06-02T12:57:00,2026-06-03T13:25:00,12,1,"taunts by in-laws, confined to room, family approached police","On the date of incident, taunts by in-laws, confined to room, family approached police. Reported at Ramanagara.",Open,5,6,,,demo-synthetic
FIRNEW-2024-990521,Ramanagara,Ramanagara Lake PS,Burglary,Property,2,12.731651,77.23643,8760140b0ffffff,8860140b03fffff,8960140b023ffff,2026-06-13T01:07:00,2026-06-13T02:36:00,1,5,"grille cut open, jewellery taken, guard dog poisoned","Investigation reveals that grille cut open, jewellery taken, guard dog poisoned. Reported at Ramanagara.",Open,5,3,244800.0,,demo-synthetic
FIRNEW-2025-990522,Bengaluru City,Mangaluru North PS,Vehicle Theft,Property,4,12.990164,77.692921,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-01T02:52:00,2026-06-01T11:35:00,2,0,"steering lock broken, car taken from parking lot, outside shopping mall","Investigation reveals that steering lock broken, car taken from parking lot, outside shopping mall. Reported at Mangaluru.",Open,1,1,229400.0,,demo-synthetic
FIRNEW-2026-990523,Raichur,Raichur Market PS,Burglary,Property,3,16.169329,77.367393,8760a3910ffffff,8860a3910dfffff,8960a3910d7ffff,2026-06-07T23:58:00,2026-06-08T02:15:00,23,6,"lock picked, cash and gold stolen, CCTV wires cut","The victim states that lock picked, cash and gold stolen, CCTV wires cut. Reported at Raichur.",Open,1,4,338800.0,,demo-synthetic
FIRNEW-2023-990524,Mandya,Mandya Industrial Area PS,Attempt to Murder,Violent,4,12.498149,76.943898,87601404dffffff,88601404dbfffff,89601404d17ffff,2026-06-05T22:02:00,2026-06-06T10:41:00,22,4,"waylaid victim, fired shot but missed, land dispute","As per the FIR, waylaid victim, fired shot but missed, land dispute. Reported at Mandya.",Open,1,6,,,demo-synthetic
FIRNEW-2024-990525,Mysuru,Kalaburagi South PS,Rioting,Violent,3,12.301818,76.655322,876015d9dffffff,886015d9d5fffff,896015d9d43ffff,2026-06-10T00:31:00,2026-06-10T01:36:00,0,2,"mob gathered, vehicles set ablaze, curfew imposed","The victim states that mob gathered, vehicles set ablaze, curfew imposed. Reported at Kalaburagi.",Open,4,8,,Acid,demo-synthetic
FIRNEW-2025-990526,Hassan,Hassan West PS,Excise / Illicit Liquor,Narcotics,1,13.008521,76.110139,876010a1affffff,886010a1abfffff,896010a1aa7ffff,2026-06-05T18:08:00,2026-06-06T02:20:00,18,4,"raid on illegal unit, ID liquor cartons recovered, smuggled across border","As per the FIR, raid on illegal unit, ID liquor cartons recovered, smuggled across border. Reported at Hassan.",Open,1,4,,,demo-synthetic
FIRNEW-2026-990527,Shivamogga,Shivamogga East PS,Vehicle Theft,Property,4,13.929045,75.574526,876013156ffffff,886013156dfffff,896013156d3ffff,2026-06-11T11:40:00,2026-06-13T12:14:00,11,3,"duplicate key used, vehicle parts stripped, from apartment basement","On the date of incident, duplicate key used, vehicle parts stripped, from apartment basement. Reported at Shivamogga.",Open,2,4,257100.0,,demo-synthetic
FIRNEW-2023-990528,Bengaluru City,Bengaluru West PS,Vehicle Theft,Property,3,12.989796,77.693135,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-13T02:50:00,2026-06-15T03:21:00,2,5,"master key used, two-wheeler driven away, outside shopping mall","The victim states that master key used, two-wheeler driven away, outside shopping mall. Reported at Bengaluru Rural.",Open,1,1,332800.0,,demo-synthetic
FIRNEW-2024-990529,Kalaburagi,Kalaburagi Cantonment PS,Burglary,Property,4,17.347531,76.876382,876084ae8ffffff,886084ae89fffff,896084ae88fffff,2026-06-06T14:24:00,2026-06-06T18:35:00,14,5,"back door pried open, electronics removed, night-time entry","Complainant reports that back door pried open, electronics removed, night-time entry. Reported at Kalaburagi.",Open,1,6,402700.0,,demo-synthetic
FIRNEW-2025-990530,Bengaluru Rural,Bengaluru Market PS,Vehicle Theft,Property,3,13.269802,77.573847,87601682effffff,88601682e5fffff,89601682e43ffff,2026-06-01T23:01:00,2026-06-03T23:50:00,23,0,"ignition hot-wired, vehicle parts stripped, from apartment basement","On the date of incident, ignition hot-wired, vehicle parts stripped, from apartment basement. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990531,Mysuru,Bengaluru North PS,Online Financial Fraud,Cybercrime,3,12.313331,76.651673,876015d98ffffff,886015d98bfffff,896015d98abffff,2026-06-05T01:51:00,2026-06-12T02:28:00,1,4,"remote-access app installed, card details captured, victim contacted on WhatsApp","Complainant reports that remote-access app installed, card details captured, victim contacted on WhatsApp. Reported at Bengaluru City.",Open,1,3,,,demo-synthetic
FIRNEW-2023-990532,Mysuru,Mysuru Lake PS,House Theft,Property,2,12.343683,76.629245,876015cb5ffffff,886015cb5dfffff,896015cb5d7ffff,2026-06-04T07:15:00,2026-06-05T07:30:00,7,3,"door latch lifted, cash from drawer taken, domestic help suspected","As per the FIR, door latch lifted, cash from drawer taken, domestic help suspected. Reported at Mysuru.",Open,1,5,226900.0,,demo-synthetic
FIRNEW-2024-990533,Bengaluru Rural,Bengaluru South PS,House Theft,Property,3,13.254485,77.524324,876016829ffffff,8860168297fffff,89601682963ffff,2026-06-05T20:48:00,2026-06-05T23:24:00,20,4,"door latch lifted, cash from drawer taken, domestic help suspected","Complainant reports that door latch lifted, cash from drawer taken, domestic help suspected. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990534,Bengaluru City,Chamarajanagar East PS,House Theft,Property,3,12.991469,77.703059,8761892e0ffffff,8861892e0dfffff,8961892e0d3ffff,2026-06-13T22:11:00,2026-06-14T22:55:00,22,5,"door latch lifted, mobile phones lifted, domestic help suspected","Investigation reveals that door latch lifted, mobile phones lifted, domestic help suspected. Reported at Chamarajanagar.",Open,1,2,440900.0,,demo-synthetic
FIRNEW-2026-990535,Chamarajanagar,Chamarajanagar Rural PS,Attempt to Murder,Violent,4,11.88742,76.937706,8760337b0ffffff,8860337b0bfffff,8960337b0b3ffff,2026-06-06T04:45:00,2026-06-07T05:07:00,4,5,"sudden assault, attacked with machete, gang rivalry","On the date of incident, sudden assault, attacked with machete, gang rivalry. Reported at Chamarajanagar.",Open,1,1,,Iron rod,demo-synthetic
FIRNEW-2023-990536,Bengaluru City,Bengaluru Town PS,Phishing / OTP Fraud,Cybercrime,3,12.970651,77.574849,8760145b5ffffff,8860145b5dfffff,8960145b5c7ffff,2026-06-10T18:09:00,2026-06-13T18:21:00,18,2,"OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR. Reported at Bengaluru City.",Open,1,1,19300.0,,demo-synthetic
FIRNEW-2024-990537,Mysuru,Chikkaballapura Nagar PS,Robbery,Property,4,12.305095,76.657411,876015d9dffffff,886015d9d5fffff,896015d9d5bffff,2026-06-13T19:34:00,2026-06-13T20:37:00,19,5,"knife brandished, valuables looted, victim assaulted","Investigation reveals that knife brandished, valuables looted, victim assaulted. Reported at Chikkaballapura.",Open,5,1,158700.0,Iron rod,demo-synthetic
FIRNEW-2025-990538,Kolar,Kolar Nagar PS,House Theft,Property,3,13.14387,78.172419,876189099ffffff,8861890997fffff,89618909977ffff,2026-06-04T20:33:00,2026-06-05T04:33:00,20,3,"unlocked door entered, ornaments stolen, domestic help suspected","Complainant reports that unlocked door entered, ornaments stolen, domestic help suspected. Reported at Kolar.",Open,1,5,,,demo-synthetic
FIRNEW-2026-990539,Chikkaballapura,Chikkaballapura Nagar PS,Missing Person,Missing,3,13.443551,77.734212,876016d6dffffff,886016d6ddfffff,896016d6dcbffff,2026-06-06T12:51:00,2026-06-07T13:12:00,12,5,"last seen near bus stand, no contact since, search underway","On the date of incident, last seen near bus stand, no contact since, search underway. Reported at Chikkaballapura.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990540,Bengaluru City,Chikkaballapura East PS,Kidnapping,Violent,4,12.994356,77.689175,8761892e0ffffff,8861892e01fffff,8961892e00fffff,2026-06-12T11:58:00,2026-06-12T12:59:00,11,4,"forcibly taken, ransom demanded, fled across district border","Investigation reveals that forcibly taken, ransom demanded, fled across district border. Reported at Chikkaballapura.",Open,1,1,,Machete,demo-synthetic
FIRNEW-2024-990541,Uttara Kannada,Uttara City PS,Assault,Violent,3,14.774621,74.674465,8760ad0e4ffffff,8860ad0e47fffff,8960ad0e473ffff,2026-06-03T22:49:00,2026-06-04T00:43:00,22,2,"sudden quarrel escalated, stabbed during scuffle, alcohol involved","On the date of incident, sudden quarrel escalated, stabbed during scuffle, alcohol involved. Reported at Uttara Kannada.",Open,1,1,,Acid,demo-synthetic
FIRNEW-2025-990542,Belagavi,Belagavi East PS,Vehicle Theft,Property,3,15.85338,74.512266,8760a8219ffffff,8860a82183fffff,8960a821827ffff,2026-06-09T06:23:00,2026-06-10T07:05:00,6,1,"steering lock broken, car taken from parking lot, from apartment basement","The victim states that steering lock broken, car taken from parking lot, from apartment basement. Reported at Belagavi.",Open,1,1,33600.0,,demo-synthetic
FIRNEW-2026-990543,Mysuru,Bengaluru Market PS,Vehicle Theft,Property,3,12.301189,76.66425,876015d9cffffff,886015d9c3fffff,896015d9c23ffff,2026-06-07T01:19:00,2026-06-08T01:46:00,1,6,"master key used, car taken from parking lot, near railway station","On the date of incident, master key used, car taken from parking lot, near railway station. Reported at Bengaluru City.",Open,1,1,306200.0,,demo-synthetic
